	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV_id	ASV_id	taxa_name
ASV738	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[738]	ASV738	f_Clavariaceae [738]
ASV739	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	s__pauxilla	[739]	ASV739	g_Oliveonia s  pauxilla [739]
ASV740	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__fortinii	[740]	ASV740	g_Phialocephala s  fortinii [740]
ASV741	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Extremaceae	g__Extremus	s__antarcticus	[741]	ASV741	g_Extremus s  antarcticus [741]
ASV742	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	Unknown	Unknown	Unknown	[742]	ASV742	o_Glomerellales [742]
ASV743	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[743]	ASV743	c_Leotiomycetes [743]
ASV744	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[744]	ASV744	o_Helotiales [744]
ASV745	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__diversiformis	[745]	ASV745	g_Talaromyces s  diversiformis [745]
ASV746	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__destructans	[746]	ASV746	g_Pseudogymnoascus s  destructans [746]
ASV747	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[747]	ASV747	o_Capnodiales [747]
ASV748	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	Unknown	[748]	ASV748	g_Mortierella [748]
ASV749	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	Unknown	[749]	ASV749	g_Hyaloscypha [749]
ASV750	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	Unknown	Unknown	Unknown	[750]	ASV750	o_Sordariales [750]
ASV751	k__Fungi	p__Ascomycota	c__Lecanoromycetes	Unknown	Unknown	Unknown	Unknown	[751]	ASV751	c_Lecanoromycetes [751]
ASV752	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[752]	ASV752	o_Helotiales [752]
ASV753	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__ovata	[753]	ASV753	g_Umbelopsis s  ovata [753]
ASV754	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Platygloeaceae	Unknown	Unknown	[754]	ASV754	f_Platygloeaceae [754]
ASV755	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	Unknown	Unknown	[755]	ASV755	f_Dermateaceae [755]
ASV756	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae	[756]	ASV756	g_Pezoloma s  ericae [756]
ASV757	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Gliomastix	s__tumulicola	[757]	ASV757	g_Gliomastix s  tumulicola [757]
ASV758	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[758]	ASV758	p_Rozellomycota [758]
ASV759	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__tsukubaensis	[759]	ASV759	g_Mortierella s  tsukubaensis [759]
ASV760	k__Fungi	p__Basidiomycota	c__Agaricomycetes	Unknown	Unknown	Unknown	Unknown	[760]	ASV760	c_Agaricomycetes [760]
ASV761	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[761]	ASV761	g_Umbelopsis [761]
ASV762	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	Unknown	[762]	ASV762	g_Penicillium [762]
ASV763	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__vernus	[763]	ASV763	g_Cortinarius s  vernus [763]
ASV764	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[764]	ASV764	c_Sordariomycetes [764]
ASV765	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	Unknown	Unknown	Unknown	[765]	ASV765	o_Archaeosporales [765]
ASV766	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	Unknown	[766]	ASV766	g_Cortinarius [766]
ASV767	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[767]	ASV767	p_Ascomycota [767]
ASV768	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__minutissima	[768]	ASV768	g_Cladophialophora s  minutissima [768]
ASV769	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[769]	ASV769	o_Helotiales [769]
ASV770	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	Unknown	[770]	ASV770	g_Ceratobasidium [770]
ASV771	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[771]	ASV771	p_Rozellomycota [771]
ASV772	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidales	f__Gloniaceae	g__Cenococcum	Unknown	[772]	ASV772	g_Cenococcum [772]
ASV773	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	Unknown	[773]	ASV773	g_Oidiodendron [773]
ASV774	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__santamariae	[774]	ASV774	g_Candida s  santamariae [774]
ASV775	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	s__bicolor	[775]	ASV775	g_Hyaloscypha s  bicolor [775]
ASV776	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	Unknown	[776]	ASV776	g_Oliveonia [776]
ASV777	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	Unknown	[777]	ASV777	g_Serendipita [777]
ASV778	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[778]	ASV778	p_Ascomycota [778]
ASV779	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Filobasidiella	Unknown	[779]	ASV779	g_Filobasidiella [779]
ASV780	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[780]	ASV780	p_Ascomycota [780]
ASV781	k__Fungi	p__Basidiomycota	c__Tremellomycetes	Unknown	Unknown	Unknown	Unknown	[781]	ASV781	c_Tremellomycetes [781]
ASV782	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Thelebolaceae	g__Thelebolus	Unknown	[782]	ASV782	g_Thelebolus [782]
ASV783	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Thelebolaceae	g__Thelebolus	s__globosus	[783]	ASV783	g_Thelebolus s  globosus [783]
ASV784	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__armillatus	[784]	ASV784	g_Cortinarius s  armillatus [784]
ASV785	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Sporobolomyces	s__roseus	[785]	ASV785	g_Sporobolomyces s  roseus [785]
ASV786	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[786]	ASV786	p_Rozellomycota [786]
ASV787	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[787]	ASV787	p_Rozellomycota [787]
ASV788	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	Unknown	Unknown	[788]	ASV788	f_Ambisporaceae [788]
ASV789	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[789]	ASV789	o_Helotiales [789]
ASV790	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[790]	ASV790	o_Hypocreales [790]
ASV791	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[791]	ASV791	p_Rozellomycota [791]
ASV792	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Infundichalara	s__microchona	[792]	ASV792	g_Infundichalara s  microchona [792]
ASV793	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[793]	ASV793	f_Clavariaceae [793]
ASV794	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Calcarisporium	Unknown	[794]	ASV794	g_Calcarisporium [794]
ASV795	k__Fungi	p__Entorrhizomycota	c__Entorrhizomycetes	o__Entorrhizales	f__Entorrhizaceae	g__Entorrhiza	Unknown	[795]	ASV795	g_Entorrhiza [795]
ASV796	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	Unknown	Unknown	Unknown	[796]	ASV796	o_Sebacinales [796]
ASV797	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	Unknown	Unknown	[797]	ASV797	f_Neodevriesiaceae [797]
ASV798	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[798]	ASV798	o_Hypocreales [798]
ASV799	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[799]	ASV799	o_Hypocreales [799]
ASV800	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[800]	ASV800	g_Meliniomyces [800]
ASV801	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Platygloeaceae	Unknown	Unknown	[801]	ASV801	f_Platygloeaceae [801]
ASV802	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[802]	ASV802	p_Ascomycota [802]
ASV803	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[803]	ASV803	o_Helotiales [803]
ASV804	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	Unknown	Unknown	[804]	ASV804	f_Ceratobasidiaceae [804]
ASV805	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Nectriopsis	Unknown	[805]	ASV805	g_Nectriopsis [805]
ASV806	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	Unknown	[806]	ASV806	g_Serendipita [806]
ASV807	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	Unknown	Unknown	[807]	ASV807	f_Melanommataceae [807]
ASV808	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__tenerifae	[808]	ASV808	g_Preussia s  tenerifae [808]
ASV809	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[809]	ASV809	p_Ascomycota [809]
ASV810	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Infundichalara	s__microchona	[810]	ASV810	g_Infundichalara s  microchona [810]
ASV811	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[811]	ASV811	p_Rozellomycota [811]
ASV812	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Amanitaceae	g__Amanita	s__muscaria	[812]	ASV812	g_Amanita s  muscaria [812]
ASV813	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Rosellinia	s__mammiformis	[813]	ASV813	g_Rosellinia s  mammiformis [813]
ASV814	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcaceae	g__Sclerococcum	s__ahtii	[814]	ASV814	g_Sclerococcum s  ahtii [814]
ASV815	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	Unknown	[815]	ASV815	g_Dominikia [815]
ASV816	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[816]	ASV816	p_Rozellomycota [816]
ASV817	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	Unknown	Unknown	[817]	ASV817	f_Helotiaceae [817]
ASV818	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	Unknown	[818]	ASV818	g_Tetracladium [818]
ASV819	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[819]	ASV819	p_Ascomycota [819]
ASV820	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[820]	ASV820	p_Ascomycota [820]
ASV821	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	Unknown	Unknown	Unknown	[821]	ASV821	o_Leucosporidiales [821]
ASV822	k__Fungi	p__Ascomycota	c__Lecanoromycetes	Unknown	Unknown	Unknown	Unknown	[822]	ASV822	c_Lecanoromycetes [822]
ASV823	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__fortinii	[823]	ASV823	g_Phialocephala s  fortinii [823]
ASV824	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__glutinoides	[824]	ASV824	g_Podospora s  glutinoides [824]
ASV825	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Boletaceae	g__Chamonixia	s__caespitosa	[825]	ASV825	g_Chamonixia s  caespitosa [825]
ASV826	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[826]	ASV826	o_Helotiales [826]
ASV827	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[827]	ASV827	f_Clavariaceae [827]
ASV828	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	Unknown	Unknown	[828]	ASV828	f_Dermateaceae [828]
ASV829	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__Branch01	Unknown	Unknown	Unknown	[829]	ASV829	o_Branch01 [829]
ASV830	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Basidiodendron	Unknown	[830]	ASV830	g_Basidiodendron [830]
ASV831	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__ingeniosa	[831]	ASV831	g_Rhodotorula s  ingeniosa [831]
ASV832	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	Unknown	Unknown	[832]	ASV832	f_Sympoventuriaceae [832]
ASV833	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Varicosporium	s__delicatum	[833]	ASV833	g_Varicosporium s  delicatum [833]
ASV834	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	Unknown	Unknown	[834]	ASV834	f_Mortierellaceae [834]
ASV835	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	Unknown	Unknown	[835]	ASV835	f_Orbiliaceae [835]
ASV836	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae	[836]	ASV836	g_Vishniacozyma s  victoriae [836]
ASV837	k__Fungi	p__Entorrhizomycota	c__Entorrhizomycetes	o__Entorrhizales	f__Entorrhizaceae	g__Entorrhiza	Unknown	[837]	ASV837	g_Entorrhiza [837]
ASV838	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	Unknown	[838]	ASV838	g_Devriesia [838]
ASV839	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae	[839]	ASV839	g_Pezoloma s  ericae [839]
ASV840	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	Unknown	Unknown	[840]	ASV840	f_Lasiosphaeriaceae [840]
ASV841	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[841]	ASV841	g_Meliniomyces [841]
ASV842	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[842]	ASV842	p_Basidiomycota [842]
ASV843	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Infundichalara	s__microchona	[843]	ASV843	g_Infundichalara s  microchona [843]
ASV844	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[844]	ASV844	g_Umbelopsis [844]
ASV845	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	Unknown	Unknown	Unknown	Unknown	[845]	ASV845	c_Cystobasidiomycetes [845]
ASV846	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[846]	ASV846	o_Helotiales [846]
ASV847	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[847]	ASV847	o_Helotiales [847]
ASV848	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS03	Unknown	Unknown	Unknown	[848]	ASV848	o_Rozellomycotina GS03 [848]
ASV849	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[849]	ASV849	p_Rozellomycota [849]
ASV850	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[850]	ASV850	g_Mortierella s  globulifera [850]
ASV851	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans	[851]	ASV851	g_Gremmenia s  infestans [851]
ASV852	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[852]	ASV852	p_Ascomycota [852]
ASV853	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	Unknown	[853]	ASV853	g_Cortinarius [853]
ASV854	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	Unknown	[854]	ASV854	g_Sistotrema [854]
ASV855	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiales	f__Mniaeciaceae	g__Epithamnolia	s__rangiferinae	[855]	ASV855	g_Epithamnolia s  rangiferinae [855]
ASV856	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[856]	ASV856	o_Helotiales [856]
ASV857	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	Unknown	Unknown	[857]	ASV857	f_Clavariaceae [857]
ASV858	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Ceraceomyces	s__microsporus	[858]	ASV858	g_Ceraceomyces s  microsporus [858]
ASV859	k__Fungi	p__Basidiomycota	c__Agaricomycetes	Unknown	Unknown	Unknown	Unknown	[859]	ASV859	c_Agaricomycetes [859]
ASV860	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__farinacea	[860]	ASV860	g_Trechispora s  farinacea [860]
ASV861	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Hemileucoglossum	Unknown	[861]	ASV861	g_Hemileucoglossum [861]
ASV862	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__variegatus	[862]	ASV862	g_Suillus s  variegatus [862]
ASV863	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	s__pinea	[863]	ASV863	g_Xenopolyscytalum s  pinea [863]
ASV864	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[864]	ASV864	p_Rozellomycota [864]
ASV865	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	Unknown	Unknown	[865]	ASV865	f_Lasiosphaeriaceae [865]
ASV866	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	Unknown	[866]	ASV866	g_Cladophialophora [866]
ASV867	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Xenopolyscytalum	Unknown	[867]	ASV867	g_Xenopolyscytalum [867]
ASV868	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	Unknown	Unknown	[868]	ASV868	f_Ceratobasidiaceae [868]
ASV869	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Kalmusia	s__variispora	[869]	ASV869	g_Kalmusia s  variispora [869]
ASV870	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__tenerifae	[870]	ASV870	g_Preussia s  tenerifae [870]
ASV871	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[871]	ASV871	p_Ascomycota [871]
ASV872	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[872]	ASV872	p_Rozellomycota [872]
ASV873	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	Unknown	Unknown	Unknown	Unknown	[873]	ASV873	c_Microbotryomycetes [873]
ASV874	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans	[874]	ASV874	g_Gremmenia s  infestans [874]
ASV875	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__vexans	[875]	ASV875	g_Sporormiella s  vexans [875]
ASV876	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	Unknown	[876]	ASV876	g_Penicillium [876]
ASV877	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	Unknown	Unknown	[877]	ASV877	f_Cordycipitaceae [877]
ASV878	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__fluviae	[878]	ASV878	g_Mortierella s  fluviae [878]
ASV879	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[879]	ASV879	p_Ascomycota [879]
ASV880	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[880]	ASV880	p_Ascomycota [880]
ASV881	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[881]	ASV881	f_Hyaloscyphaceae [881]
ASV882	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Polydesmia	Unknown	[882]	ASV882	g_Polydesmia [882]
ASV883	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[883]	ASV883	f_Hyaloscyphaceae [883]
ASV884	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	Unknown	Unknown	Unknown	[884]	ASV884	o_Archaeosporales [884]
ASV885	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[885]	ASV885	o_Helotiales [885]
ASV886	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	s__pauxilla	[886]	ASV886	g_Oliveonia s  pauxilla [886]
ASV887	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Gorgomyces	Unknown	[887]	ASV887	g_Gorgomyces [887]
ASV888	k__Fungi	p__Basidiomycota	c__Agaricomycetes	Unknown	Unknown	Unknown	Unknown	[888]	ASV888	c_Agaricomycetes [888]
ASV889	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__dacryoidea	[889]	ASV889	g_Sakaguchia s  dacryoidea [889]
ASV890	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	s__bicolor	[890]	ASV890	g_Hyaloscypha s  bicolor [890]
ASV891	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[891]	ASV891	o_Helotiales [891]
ASV892	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	Unknown	Unknown	Unknown	[892]	ASV892	o_Pleosporales [892]
ASV893	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	Unknown	Unknown	[893]	ASV893	f_Ceratobasidiaceae [893]
ASV894	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[894]	ASV894	f_Hyaloscyphaceae [894]
ASV895	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Septonema	s__fasciculare	[895]	ASV895	g_Septonema s  fasciculare [895]
ASV896	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[896]	ASV896	g_Mortierella s  globulifera [896]
ASV897	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Protoventuria	s__alpina	[897]	ASV897	g_Protoventuria s  alpina [897]
ASV898	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[898]	ASV898	p_Ascomycota [898]
